ft,nimi,vuosi,kustantaja,kirjailija,alkukieli,tyyppi
http://data.kirjasampo.fi/physicalWork_9789518834925,"Kukkuluuruu, herra Hukka",2013,Kustannus-Mäkelä,"Gliori, Debi",eng,kuvakirjat
http://www.btj.fi/ft_1947302,Kuksteri,2013,Myllylahti,"Viiki, Jorma",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4012041,Kulkijat,2013,Kustannusosakeyhtiö Hai,"Oittila, Matti",fin,romaanit
http://www.btj.fi/ft_1895281,Kulkurit,2013,Tammi,"Li, Yiyun",eng,romaanit
http://www.btj.fi/ft_1951935,Kultainen aasi,2013,Jalava,"Manara, Milo",ita,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789512092970,Kultainen kissanpentu,2013,Gummerus,"Alasalmi, Päivi",fin,satukokoelmat
http://www.btj.fi/ft_1883816,Kultainen sääntö,2013,Myllylahti,"Linna, Martti",fin,romaanit
http://seco.tkk.fi/saha3/ua8a6a597-89ea-4a7a-9444-6dffc7fc89ab,Kultaiset naamiot ,2013,Saarni-kirjat,"Toivola, Ritva",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789515232472,Kultakala,2013,Schildts & Söderströms,"Alakoski, Susanna",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4036169,Kumeliuksen asialla,2013,Nordbooks,"Saarijärvi, Aulis",fin,romaanit
http://www.btj.fi/ft_1962666,Kummituslapsi - The ghost child,2013,Asema Kustannus,"Ekebom, Terhi",fin,sarjakuva-albumit
http://www.btj.fi/ft_1951932,Kumppanukset,2013,Jalava,"Salvatore, R. A.",eng,romaanit
http://www.btj.fi/ft_1947294,Kun kesä ei tullutkaan,2013,Myllylahti,"Lindell, Sebastian",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4077034,Kun lumo haihtuu,2013,Omakustanne,"Pyykkö, Tarja",fin,romaanit
http://www.btj.fi/ft_1940542,Kuningatar,2013,Schildts & Söderströms,"Tahvanainen, Sanna",swe,romaanit
http://www.btj.fi/ft_1946533,Kunkku,2013,Kustannusosakeyhtiö Siltala,"Kyrö, Tuomas",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4018120,Kunnes hämärä,2013,ntamo,"Terho, Tuukka",fin,runokokoelmat
http://www.btj.fi/ft_1884738,Kunnia,2013,Gummerus,"Shafak, Elif",eng,romaanit
http://www.btj.fi/ft_1995751,Kuntosalikaruselli,2013,Mediapinta,"Karjalainen, E. Antero",fin,romaanit
http://www.btj.fi/ft_1990606,Kuolema,2013,Egmont,"Gaiman, Neil",eng,sarjakuva-albumit
http://www.btj.fi/ft_1872917,Kuolema Ehtoolehdossa,2013,Teos,"Lindgren, Minna",fin,romaanit
http://seco.tkk.fi/saha3/u041f4006-2387-4b91-a658-301841bc2674,Kuolema Kultaisessa kolmiossa,2013,Naruska Saivo,"Uurinmäki, Matti",fin,romaanit
http://www.btj.fi/ft_1956126,Kuolema Puškinin kädelle,2013,ntamo,"Pellinen, Jyrki",fin,runokokoelmat
http://www.btj.fi/ft_1985832,Kuolema kulkee kaamoksessa,2013,Nordbooks,"Krogerus, Timo",fin,romaanit
http://www.btj.fi/ft_1885239,Kuolema kulkee kannoilla,2013,Minerva,"James, Peter",eng,romaanit
http://www.btj.fi/ft_1984874,Kuolema on ikuista unta,2013,Kuoriaiskirjat,"Lin, Lucilla",fin,novellikokoelmat
http://www.btj.fi/ft_1940462,Kuolema ovella,2013,Gummerus,"Robb, J. D.",eng,romaanit
http://www.btj.fi/ft_1940466,Kuolema päivänkoitteessa,2013,Gummerus,"Meyer, Deon",afr,romaanit
http://data.kirjasampo.fi/physicalWork_4030947,Kuoleman koskettamat,2013,Ves-Line,"Nakkila, Esa",fin,novellikokoelmat
http://www.btj.fi/ft_1944989,Kuoleman koura on kylmä,2013,Minerva,"James, Peter",eng,romaanit
http://www.btj.fi/ft_1885118,Kuolemanhiljaisuus,2013,Karisto,"Cleeves, Ann",eng,romaanit
http://www.btj.fi/ft_1880260,Kuolemanjärvi,2013,Otava,"Qiu, Xiaolong",eng,romaanit
http://www.btj.fi/ft_1940569,Kuolematon,2013,Gummerus,"Kilpi, Marko",fin,romaanit
http://www.btj.fi/ft_1940468,Kuolleiden kirja,2013,Gummerus,"Child, Lincoln",eng,romaanit
http://www.btj.fi/ft_1937715,Kuolleiden päivät,2013,Like,"Winslow, Don",eng,romaanit
http://www.btj.fi/ft_1890884,Kuolleiden urheilijoiden seura,2013,Arktinen Banaani,"Sihvonen, Kari A.",fin,sarjakuva-albumit
http://www.btj.fi/ft_1940445,Kuollut kulma,2013,Gummerus,"Holt, Anne",nor,romaanit
http://www.btj.fi/ft_1952207,Kuparia ja muuta kummaa,2013,Nordbooks,"Korhonen, Vesa A.",fin,romaanit
http://www.btj.fi/ft_1944254,Kupoli,2013,Atena,"Matilainen, Pekka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4030071,Kuru kohtaa kummia,2013,Jesper Junior,"Lönnroth, Tanja",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4015622,Kuudennen auringon aika,2013,Siniplaneetta,"Mäkelä, Hannamari",fin,esseekokoelmat
http://www.btj.fi/ft_1888653,Kuudes mies,2013,Bazar,"Boyne, John",eng,romaanit
http://www.btj.fi/ft_1961022,Kuuletko kuinka ne huutavat,2013,Monrepoo,"Rantala, Tomi",fin,romaanit
http://www.btj.fi/ft_1894582,Kuuliaisuuden satama,2013,Basam Books,"Anderson, Marina",eng,romaanit
http://www.btj.fi/ft_1838006,Kuulkaa korpeimme kuiskintaa,2013,Edico,"Marttila, Risto",fin,novellikokoelmat
http://www.btj.fi/ft_1995557,Kuullut kaupungit,2013,ntamo,"Viikilä, Jukka",fin,kokoomateokset
http://www.btj.fi/ft_1938043,Kuume,2013,Basam Books,"Banks, Maya",eng,romaanit
http://www.btj.fi/ft_1986320,Kuus kossuvichyä Kaamasessa,2013,Siniplaneetta,"Patjas, Leena",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4184823,Kuusikymmentäkuusi appelsiinia,2013,Omakustanne,"Tollman, Timo",fin,runokokoelmat
http://seco.tkk.fi/saha3/u8eaae3f6-2d48-40de-bd5d-86232689566d,Kuvatus 10,2013,Kaino-kustanne,"Papu, Kaija",fin,sarjakuva-albumit
http://www.btj.fi/ft_1981757,Kyllä,2013,Lurra Editions,"Bernhard, Thomas",deu,romaanit
http://www.btj.fi/ft_1937328,Kyllä eikä ei,2013,WSOY,"Ranta, Ville",fin,sarjakuva-albumit
http://www.btj.fi/ft_1906770,Kylmäkorpi : Elä ja anna toisten kuolla,2013,Texthouse,"Rinneoja, Jasu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4037853,Kymmenen virran maa,2013,Väylä,"Hast, Mauri",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4083796,"Kynä, paperi ja Jussi",2013,Omakustanne,"Pollari, Jussi",fin,pakinakokoelmat
http://seco.tkk.fi/saha3/u1a2cf451-8d08-4ae8-bdb0-8e29d9a10513,Kysy ja kurkista : ihminen,2013,Tammi,"Daynes, Katie",eng,tietokirjat
http://www.btj.fi/ft_4021825,Kyyhkyset,2013,Eke-Tuote,"Vähäkainu, Mertsi",fin,romaanit
http://www.btj.fi/ft_1921653,Kyyhkysten lähtö,2013,Lurra Editions,"Nadj Abonji, Melinda",deu,romaanit
http://www.btj.fi/ft_1957045,Kyynelvaunut,2013,Omakustanne,"Paavilainen, Sinikka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4178117,Kyökki ja kammari,2013,Omakustanne,"Lammi, Ulla",fin,romaanit
http://www.btj.fi/ft_1789150,"Kädet ylös, housut alas",2013,Into,"Andros, Phil",eng,romaanit
http://www.btj.fi/ft_1990259,Käen kutsu,2013,Otava,"Galbraith, Robert",eng,romaanit
http://www.btj.fi/ft_1940557,Käsi jota kerran pitelin,2013,Schildts & Söderströms,"O'Farrell, Maggie",eng,romaanit
http://www.btj.fi/ft_1940592,Kätkäläinen ja maailman meno,2013,Gummerus,"Hämäläinen, Simo",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789518834840,Kätkö,2013,Kustannus-Mäkelä,"Kökkö, Hanna",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4006923,Kävellen ympäri maailman,2013,WSOY,"Nieminen, Lotta",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9789518834826,Käärmeitä ja tikapuita,2013,Kustannus-Mäkelä,"Morpurgo, Michael",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789511271895,Kössi Kenguru ja lentokalat,2013,Otava,"Prepula, Heikki",fin,kuvakirjat
http://www.btj.fi/ft_1951224,Köyhän kamasutra,2013,ntamo,"Harju, Toni",fin,romaanit
http://www.btj.fi/ft_1944097,Köyhän lokakuu,2013,Schildts & Söderströms,"Alakoski, Susanna",swe,romaanit
http://www.btj.fi/ft_1944980,La Peregrina,2013,Bazar,"Samartin, Cecilia",eng,romaanit
http://www.btj.fi/ft_1934488,Lahjoja norsujumalalle,2013,Tammi,"Behm, Jukka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4005380,Laila & Harri,2013,Nelostuote/Tactic,"McMillan, Sue",eng,kuvakirjat
http://www.btj.fi/ft_1958906,Lallin perintö,2013,Nordbooks,"Rautiainen, Matti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4018815,Lammas suden turkissa,2013,Kesuura,"Kultalahti, Pertti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789518834796,Lampaan lentonäytös,2013,Kustannus-Mäkelä,"McMillan, Sue",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019384,Lapissa,2013,Breakwater,"Harju, Juhani",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4312732,Lapsen silmin,2013,Omakustanne,"Mielonen, Markku",fin,runokokoelmat
http://www.btj.fi/ft_1935730,Lapset auringon alla,2013,WSOY,"Liukkonen, Miki",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4176976,Lapsuuteni sillat,2013,Interword,"Tarsalainen, Andrei",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4005277,Lasketaan eläimiä,2013,Nelostuote/Tactic,"Barker, Stephen",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4174731,Laskuvarjo,2013,Vaukirja,"Parker, Danny",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9789511276715,Lasse Kreikassa,2013,Otava,"Olsson, Sören",swe,romaanit
http://www.btj.fi/ft_1977696,Lastani et tapaa,2013,Arktinen Banaani,"Toivio, Marja",fin,romaanit
http://www.btj.fi/ft_1883809,Laulava ääni olkapäälläni,2013,Myllylahti,"Peura, Aleksi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4017956,Laulu kadonneesta saaresta,2013,Vaskikirjat,"Alatalo, Katri",fin,romaanit
http://www.btj.fi/ft_1953878,Laulu nousevalle myrskylle,2013,Teos,"Fröberg Idling, Peter",swe,romaanit
http://www.btj.fi/ft_1888887,Laululintu,2013,Kustannus-Mäkelä,"Matintupa, Tuula T.",fin,romaanit
http://www.btj.fi/ft_1895277,Laura,2013,Tammi,"Johansson, J. K.",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4127633,Lauri Törni 1919-1965,2013,Revontuli,"Sarjanen, Petri",fin,romaanit
http://www.btj.fi/ft_1882940,Lausukaa Paranoid,2013,Johnny Kniga,"Hietikko, Harri V.",fin,romaanit
http://seco.tkk.fi/saha3/u447c09e2-8637-4557-ab1a-10c21dc6f323,Lavastettu,2013,Saarni-kirjat,"Lönn, Pasi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_1940577,Legendan jäljillä,2013,Sanoma,"Petersen, Scott",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4128439,Lehemäkaupunki 2,2013,Nivala-seura,Rami,fin,vitsit ja kaskut 
http://data.kirjasampo.fi/physicalWork_4014918,Lehtometsän sydämessä,2013,Omakustanne,"Pirinen, Leena",fin,runokokoelmat
http://www.btj.fi/ft_1970173,Leijonakuningas,2013,Crime Time,"Nykänen, Harri",fin,romaanit
http://www.btj.fi/ft_1947221,Leijonan varjo,2013,Myllylahti,"Somppi, Tero",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789522024510,Lemmikit pulassa,2013,Myllylahti,"Tuomola, Johanna",fin,romaanit
http://www.btj.fi/ft_1934530,Lento,2013,Otava,"Tontti, Jarkko",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4026312,Lentsikat,2013,Kirjalito,"Fucci, Emma",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4021858,Lentsikat,2013,Sanoma,"Hall, Klay",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9789513237707,Lentsikat,2013,Sanoma,"Marsoli, Lisa",eng,kuvakirjat
http://www.btj.fi/ft_1935769,Lentäviä kukkia,2013,WSOY,"Ahti, Risto",fin,runokokoelmat
http://www.btj.fi/ft_1885120,Lentävä traktori,2013,Karisto,"Lortšenkov, Vladimir",rus,romaanit
http://www.btj.fi/ft_1967118,Leonardon rasia ja muita historiallisia tarinoita,2013,Osuuskumma,"Katajala, Jussi ",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4132899,Les-Lii ja taikaetana,2013,s.n,"Nelson, Lisa",fin,kuvakirjat
http://www.btj.fi/ft_1888888,Lesti & Lautanen,2013,Kustannus-Mäkelä,"Orkoma, Marja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4037599,Leukku - kasvimaan vartija,2013,Mediapinta,"Peltoniemi, Marita",fin,romaanit
http://www.btj.fi/ft_1940583,Levantin kyy,2013,Gummerus,"Rönkä, Matti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4017950,Leviatan maan päällä,2013,Vaskikirjat,"Moorcock, Michael",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789523040045,Liian pieni äidiksi,2013,Avain,"Mälkiä, Niina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_1994972,Liisan seikkailut ihmemaassa,2013,ntamo,"Carroll, Lewis",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789525870879,Liituri,2013,Maahenki,"Kynsijärvi, Elina",fin,runokokoelmat
http://www.btj.fi/ft_1935720,"Likka, äite ja rouva Obama",2013,WSOY,"Nopola, Sinikka",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4032564,Liljankukkia,2013,Väylä,"Pokela, Eero",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789518834697,Lilli Lammas seikkailee,2013,Kustannus-Mäkelä,"Simmons, Jane",eng,kuvakirjat
http://www.btj.fi/ft_1884894,Limonov,2013,Like,"Carrère, Emmanuel",fra,romaanit
http://www.btj.fi/ft_1935729,Linnake,2013,WSOY,"Cronin, Justin",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4005243,Linnavainio,2013,Musta Ritari,"Makkonen, Ville",fin,sarjakuva-albumit
http://www.btj.fi/ft_1958927,Lintu Mustasiipi,2013,Arktinen Banaani,"Eronen, Jukka-Petteri",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789513171193,Lintuja,2013,Tammi,"Billet, Marion",fra,kuvakirjat
http://www.btj.fi/ft_1931302,"Lintukoto 2030, eli Elias Kukkulan viimeiset päivät",2013,Mediapinta,"Kuusela, Ilkka T.",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789518834932,Lissu muuttaa,2013,Kustannus-Mäkelä,"Rieckhoff, Sibylle",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9789510397336,Lits läts lätäkkö,2013,WSOY,"Junnila, Leena",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_1977683,Locus amoenus,2013,Osuuskunta Poesia,"Byggmästar, Eva-Stina",swe,runokokoelmat
http://www.btj.fi/ft_1937820,Lohdutuksen polulla,2013,Kirjapaja,"Kaskinen, Anna-Mari",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789525898255,Lohikäärme ja Simon kadonnut leipä,2013,Artbox Irja,"Aro-Heinilä, Irja",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4027863,Lohtukylä,2013,Kustannus HD,"Soininen, Ritva",fin,satukokoelmat
http://www.btj.fi/ft_1883181,Lokakuun iltana soudin järvelle,2013,Kustannusosakeyhtiö Siltala,"Forsström, Tua",swe,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789512091577,Loputtomasti,2013,Gummerus,"White, Kiersten",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4005279,Loruretki,2013,Nelostuote/Tactic,"Barker, Stephen",eng,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4131391,Loruttele sylitellen = Famnramsor,2013,Sanoma Pro,"Pulli, Elina",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789510395592,Louhen hymy,2013,WSOY,"Juvonen, Riikka",fin,satukokoelmat
http://seco.tkk.fi/saha3/u6726c9b6-cc1d-441a-9803-23735870fc96,Lucia ja Luka,2013,Books on Demand,"Amnell, Anna",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4009575,Lullaby,2013,Teatterikorkeakoulu,"Kajava, Marie",fin,"näytelmät, kokoelmat"
http://data.kirjasampo.fi/physicalWork_4200100,Lumikätisten ooppera,2013,Omakustanne,"Mikkolainen, Martti",fin,runokokoelmat
http://www.btj.fi/ft_1945009,Lumilapsi,2013,Bazar,"Ivey, Eowyn",eng,romaanit
http://www.btj.fi/ft_1884902,Lumipoika,2013,Like,"McGrath, Melanie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4040161,Lumipuu,2013,Omakustanne,"Kaislama, Marjatta",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_1947098,Lumiukko tuli tupaan,2013,Aurinko Kustannus,"Bowie, Ian",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4021037,Lumivalko ja Ruusunpuna,2013,Osuuskunta Ciris,"Kočonda, Angela",deu,satukokoelmat
http://seco.tkk.fi/saha3/ue8bcb503-b66b-4570-844d-87a92b85df6c,Lumoava hetki,2013,Books on Demand,"Tolonen, Inka",fin,runokokoelmat
http://seco.tkk.fi/saha3/u0b038227-7abd-464f-8b4a-93f8d59ee25c,Lumoava kirous,2013,WSOY,"Garcia, Kami",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789524927956,Lumottu saari,2013,Minerva,"Antikainen, Laura",fin,satukokoelmat
http://www.btj.fi/ft_1976060,Lumotun lahden tarina,2013,Villa-Ampiainen,"Ernsten, Anne",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789512356799,Lumous,2013,Karisto,"Steen, Hanna van der",fin,romaanit
http://www.btj.fi/ft_1934490,Lunastaja,2013,Tammi,"Lönn, Pasi",fin,romaanit
http://www.btj.fi/ft_1253955,Luonnollisia tuokioita,2013,FinnEpos,"Bärman, Raimo",fin,runokokoelmat
http://www.btj.fi/ft_1946544,Luonnon laki,2013,Kustannusosakeyhtiö Siltala,"Hotakainen, Kari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_1951231,Luonnon voima,2013,Moreeni,"Clark, Stuart",eng,romaanit
http://www.btj.fi/ft_1937508,Luonto puhuu,2013,Omakustanne,"Kaiku, Tapani",fin,runokokoelmat
http://www.btj.fi/ft_1940505,Luottamuksen hinta,2013,Gummerus,"Connelly, Michael",eng,romaanit
http://seco.tkk.fi/saha3/uc22b041b-bc45-41ef-97e2-fd6d3688775d,Luova laiskuus : anna ideoille siivet,2013,Gummerus,"Hakala, Juha T.",fin,tietokirjat
http://www.btj.fi/ft_1897977,Lupa liikkua,2013,Lasten Keskus,"Pulli, Elina",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789511276692,Luukaupunki,2013,Otava,"Clare, Cassandra",eng,romaanit
http://data.kirjasampo.fi/physicalWork_1990535,Luurankomies,2013,Egmont,"Bonelli, Gianluigi",ita,sarjakuva-albumit
http://www.btj.fi/ft_1981758,Lyhyehköjä päiviä,2013,Lurra Editions,"Hahn, Anna Katharina",deu,romaanit
http://www.btj.fi/ft_1944265,Lyhyt pysähdys matkalla Auschwitzista,2013,Atena,"Rosenberg, Göran",swe,tietokirjat
http://www.btj.fi/ft_1885119,Lyödään rahoiksi,2013,Karisto,"Pratchett, Terry",eng,romaanit
http://www.btj.fi/ft_1885235,Lähiöoksennus,2013,Minerva,"Juvonen, Anu",fin,romaanit
http://www.btj.fi/ft_1961198,Lähtö,2013,Mediapinta,"Hautala, Raija",fin,romaanit
http://www.btj.fi/ft_1933705,Lähtö,2013,Robustos,"Syvälä, Maria",fin,romaanit
http://www.btj.fi/ft_1939780,Läsnäolosi on lohdutus,2013,Katharos,"Aarnitaival, Saraleena",fin,runokokoelmat
http://www.btj.fi/ft_1946526,Lääkäri,2013,Kustannusosakeyhtiö Siltala,"Koch, Herman",nld,romaanit
http://www.btj.fi/ft_1883630,Lötjösen sissit motittavat,2013,Kustannuskynnys,"Hyttinen, Veli-Matti",fin,romaanit
http://www.btj.fi/ft_1981356,Lötjösen sissit tiedustelevat,2013,Kustannuskynnys,"Hyttinen, Veli-Matti",fin,romaanit
http://seco.tkk.fi/saha3/u2ae24b52-89cf-4ec1-90d5-038707162718,Maaginen suklaapuoti,2013,Sangatsu Manga,"Mizuho, Rino",jpn,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789519793566,Maailma on kiperä ja kapera,2013,Mallos,"Rönkä, Jouko",fin,runokokoelmat
http://www.btj.fi/ft_1985837,Maailma tuli väliin,2013,ntamo,"Lehdontie, Johanna",fin,runokokoelmat
http://www.btj.fi/ft_1935697,Maailman talvi,2013,WSOY,"Follett, Ken",eng,romaanit
http://www.btj.fi/ft_1895272,Maailman vaikein kieli,2013,Tammi,"Vuola, Sinikka",fin,runokokoelmat
http://www.btj.fi/ft_1893945,Maailmanhistoria päivitettynä Facebookiin,2013,Atena,"Overstreet, Wylie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789526790909,Maailmojen portti,2013,Luovinet,"Vesanen, Raili",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789513236922,Maailmojen välissä,2013,Sanoma Magazines Finland,"Thorpe, Kiki",eng,romaanit
http://www.btj.fi/ft_1883182,Maan päällä,2013,Kustannusosakeyhtiö Siltala,"Enia, Davide",ita,romaanit
http://data.kirjasampo.fi/physicalWork_9789511272571,"Maan, veden ja tulen väki",2013,Otava,"Aarnio, Reeta",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789511269731,Maanalainen Sysimetsä,2013,Otava,"Meloy, Colin",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789518834444,Maatilan monet salaisuudet,2013,Kustannus-Mäkelä,"Brzezinska, Daria",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4008475,Maatilan runoja,2013,Books on Demand,"Väätäinen, Tuomas",fin,runokokoelmat
http://www.btj.fi/ft_1937882,Mac Moose ja Jagge Migreenin tapaus,2013,Otava,"Kunnas, Mauri",fin,sarjakuva-albumit
http://www.btj.fi/ft_1984876,Mad tea party,2013,Daada,"Tee, Tea",fin,sarjakuva-albumit
http://seco.tkk.fi/saha3/u260a5cd9-a0c1-4ed7-abfa-9a93d1b13531,Madventures : uusi kansainvälisen seikkailijan opas,2013,Johnny Kniga,"Rantala, Riku",fin,tietokirjat
http://data.kirjasampo.fi/physicalWork_4028682,Mafian linnut,2013,Myllylahti,"Rossi, Nemo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4141062,Mafian tähtäimessä,2013,Mysteeri,"Nizzi, Claudio",ita,sarjakuva-albumit
http://seco.tkk.fi/saha3/u0ab36bac-7da4-4f4e-be48-2d20dbe03e99,Magenta,2013,Omakustanne,"Palttala, Reija",fin,novellikokoelmat
http://seco.tkk.fi/saha3/uef8bc822-4b0c-462d-9ecc-755af6d315c8,Magic knight rayearth 1,2013,Punainen jättiläinen,Clamp,jpn,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_1959184,Magneettikentät,2013,Savukeidas,"Breton, André",fra,kokoomateokset
http://www.btj.fi/ft_1872923,Mahdottomuuksien rajoissa,2013,Teos,"Tapola, Katri",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9789510395950,Maisa hoitaa puutarhaa,2013,WSOY,"Cousins, Lucy",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9789510399538,Maisa tivolissa,2013,WSOY,"Cousins, Lucy",eng,kuvakirjat
http://www.btj.fi/ft_1880262,Makeannälkä,2013,Otava,"McEwan, Ian",eng,romaanit
http://www.btj.fi/ft_1964944,Makrokosmos ja maanhenki,2013,Sammakko,"Lehtonen, Henry",fin,runokokoelmat
http://www.btj.fi/ft_1953868,"Malmi, 1917",2013,Teos,"Linturi, Jenni",fin,romaanit
http://www.btj.fi/ft_1880274,"Mammutti, tai Jörn Donnerin jälkeenjääneet tekoset",2013,Otava,"Donner, Jörn",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4141060,Manhattanin kuristaja,2013,Mysteeri,"Nizzi, Claudio",ita,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4014850,Mansardikattoinen talo,2013,Omakustanne,"Halttunen, Jussi",fin,novellikokoelmat
http://www.btj.fi/ft_1927458,Mantereet III,2013,Mediapinta,"Moucantur, T .P",fin,romaanit
http://www.btj.fi/ft_4001798,Maremoto,2013,Palladium-kirjat,"Neruda, Pablo",spa,runokokoelmat
